ID,Order_EN,Order_CN,Family_EN,Family_CN,Genus_EN,Genus_CN,Species_EN,Species_CN,Name_EN,Name_CN
08154,Fagales,壳斗目,Betulaceae,桦木科,Carpinus,鹅耳枥属,caroliniana,caroliniana,Carpinus caroliniana,鹅耳枥属caroliniana
08155,Fagales,壳斗目,Betulaceae,桦木科,Corylus,榛属,americana,americana,Corylus americana,榛属americana
08156,Fagales,壳斗目,Betulaceae,桦木科,Corylus,榛属,avellana,欧洲榛,Corylus avellana,榛属欧洲榛
08158,Fagales,壳斗目,Betulaceae,桦木科,Ostrya,Ostrya,virginiana,virginiana,Ostrya virginiana,Ostryavirginiana
08159,Fagales,壳斗目,Casuarinaceae,木麻黄科,Casuarina,Casuarina,equisetifolia,equisetifolia,Casuarina equisetifolia,Casuarinaequisetifolia
08160,Fagales,壳斗目,Fagaceae,壳斗科,Castanea,栗属,dentata,dentata,Castanea dentata,栗属dentata
08161,Fagales,壳斗目,Fagaceae,壳斗科,Castanea,栗属,sativa,欧洲栗,Castanea sativa,栗属欧洲栗
08162,Fagales,壳斗目,Fagaceae,壳斗科,Chrysolepis,Chrysolepis,chrysophylla,chrysophylla,Chrysolepis chrysophylla,Chrysolepischrysophylla
08163,Fagales,壳斗目,Fagaceae,壳斗科,Chrysolepis,Chrysolepis,sempervirens,sempervirens,Chrysolepis sempervirens,Chrysolepissempervirens
08164,Fagales,壳斗目,Fagaceae,壳斗科,Fagus,山毛榉属,grandifolia,grandifolia,Fagus grandifolia,山毛榉属grandifolia
08165,Fagales,壳斗目,Fagaceae,壳斗科,Fagus,山毛榉属,sylvatica,欧洲山毛榉,Fagus sylvatica,山毛榉属欧洲山毛榉
08166,Fagales,壳斗目,Fagaceae,壳斗科,Notholithocarpus,Notholithocarpus,densiflorus,densiflorus,Notholithocarpus densiflorus,Notholithocarpusdensiflorus
08167,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,agrifolia,agrifolia,Quercus agrifolia,栎属agrifolia
08168,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,alba,alba,Quercus alba,栎属alba
08169,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,berberidifolia,berberidifolia,Quercus berberidifolia,栎属berberidifolia
08170,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,bicolor,bicolor,Quercus bicolor,栎属bicolor
08171,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,buckleyi,buckleyi,Quercus buckleyi,栎属buckleyi
08172,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,chrysolepis,chrysolepis,Quercus chrysolepis,栎属chrysolepis
08173,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,coccifera,coccifera,Quercus coccifera,栎属coccifera
08174,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,coccinea,coccinea,Quercus coccinea,栎属coccinea
08175,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,cornelius-mulleri,cornelius-mulleri,Quercus cornelius-mulleri,栎属cornelius-mulleri
08176,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,douglasii,douglasii,Quercus douglasii,栎属douglasii
08177,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,durata,durata,Quercus durata,栎属durata
08178,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,emoryi,emoryi,Quercus emoryi,栎属emoryi
08179,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,engelmannii,engelmannii,Quercus engelmannii,栎属engelmannii
08180,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,falcata,falcata,Quercus falcata,栎属falcata
08181,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,fusiformis,fusiformis,Quercus fusiformis,栎属fusiformis
08182,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,gambelii,gambelii,Quercus gambelii,栎属gambelii
08183,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,garryana,garryana,Quercus garryana,栎属garryana
08184,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,geminata,geminata,Quercus geminata,栎属geminata
08185,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,ilex,ilex,Quercus ilex,栎属ilex
08186,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,ilicifolia,ilicifolia,Quercus ilicifolia,栎属ilicifolia
08187,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,imbricaria,imbricaria,Quercus imbricaria,栎属imbricaria
08188,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,kelloggii,kelloggii,Quercus kelloggii,栎属kelloggii
08189,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,laevis,laevis,Quercus laevis,栎属laevis
08190,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,lobata,lobata,Quercus lobata,栎属lobata
08191,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,macrocarpa,macrocarpa,Quercus macrocarpa,栎属macrocarpa
08192,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,marilandica,marilandica,Quercus marilandica,栎属marilandica
08193,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,michauxii,michauxii,Quercus michauxii,栎属michauxii
08195,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,muehlenbergii,muehlenbergii,Quercus muehlenbergii,栎属muehlenbergii
08196,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,nigra,nigra,Quercus nigra,栎属nigra
08197,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,palustris,palustris,Quercus palustris,栎属palustris
08198,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,phellos,phellos,Quercus phellos,栎属phellos
08199,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,robur,夏栎,Quercus robur,栎属夏栎
08200,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,rotundifolia,rotundifolia,Quercus rotundifolia,栎属rotundifolia
08201,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,rubra,rubra,Quercus rubra,栎属rubra
08202,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,shumardii,shumardii,Quercus shumardii,栎属shumardii
08203,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,sinuata,sinuata,Quercus sinuata,栎属sinuata
08204,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,stellata,stellata,Quercus stellata,栎属stellata
08205,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,suber,suber,Quercus suber,栎属suber
08207,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,velutina,velutina,Quercus velutina,栎属velutina
08208,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,virginiana,virginiana,Quercus virginiana,栎属virginiana
08209,Fagales,壳斗目,Fagaceae,壳斗科,Quercus,栎属,wislizeni,wislizeni,Quercus wislizeni,栎属wislizeni
08210,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,cordiformis,cordiformis,Carya cordiformis,山核桃属cordiformis
08211,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,glabra,glabra,Carya glabra,山核桃属glabra
08212,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,illinoinensis,illinoinensis,Carya illinoinensis,山核桃属illinoinensis
08213,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,ovata,山核桃,Carya ovata,山核桃属山核桃
08214,Fagales,壳斗目,Juglandaceae,胡桃科,Carya,山核桃属,tomentosa,tomentosa,Carya tomentosa,山核桃属tomentosa
08215,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,californica,californica,Juglans californica,胡桃属californica
08216,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,cinerea,cinerea,Juglans cinerea,胡桃属cinerea
08217,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,nigra,nigra,Juglans nigra,胡桃属nigra
08218,Fagales,壳斗目,Juglandaceae,胡桃科,Juglans,胡桃属,regia,胡桃,Juglans regia,胡桃属胡桃
08219,Fagales,壳斗目,Myricaceae,杨梅科,Comptonia,Comptonia,peregrina,peregrina,Comptonia peregrina,Comptoniaperegrina
08221,Fagales,壳斗目,Myricaceae,杨梅科,Morella,Morella,cerifera,cerifera,Morella cerifera,Morellacerifera
08222,Fagales,壳斗目,Myricaceae,杨梅科,Morella,Morella,pensylvanica,pensylvanica,Morella pensylvanica,Morellapensylvanica
08223,Fagales,壳斗目,Myricaceae,杨梅科,Myrica,Myrica,gale,gale,Myrica gale,Myricagale
08224,Fagales,壳斗目,Nothofagaceae,南青冈科,Nothofagus,Nothofagus,cliffortioides,cliffortioides,Nothofagus cliffortioides,Nothofaguscliffortioides
08225,Fagales,壳斗目,Nothofagaceae,南青冈科,Nothofagus,Nothofagus,menziesii,menziesii,Nothofagus menziesii,Nothofagusmenziesii
08226,Garryales,Garryales,Garryaceae,丝缨花科,Garrya,Garrya,elliptica,elliptica,Garrya elliptica,Garryaelliptica
08287,Gentianales,龙胆目,Gelsemiaceae,钩吻科,Gelsemium,Gelsemium,sempervirens,sempervirens,Gelsemium sempervirens,Gelsemiumsempervirens
08317,Gentianales,龙胆目,Loganiaceae,马钱科,Geniostoma,Geniostoma,ligustrifolium,ligustrifolium,Geniostoma ligustrifolium,Geniostomaligustrifolium
08392,Gunnerales,Gunnerales,Gunneraceae,洋二仙草科,Gunnera,Gunnera,tinctoria,tinctoria,Gunnera tinctoria,Gunneratinctoria
08414,Lamiales,唇形目,Bignoniaceae,紫葳科,Catalpa,Catalpa,speciosa,speciosa,Catalpa speciosa,Catalpaspeciosa
08416,Lamiales,唇形目,Bignoniaceae,紫葳科,Crescentia,Crescentia,cujete,cujete,Crescentia cujete,Crescentiacujete
08417,Lamiales,唇形目,Bignoniaceae,紫葳科,Jacaranda,Jacaranda,mimosifolia,mimosifolia,Jacaranda mimosifolia,Jacarandamimosifolia
08418,Lamiales,唇形目,Bignoniaceae,紫葳科,Spathodea,Spathodea,campanulata,campanulata,Spathodea campanulata,Spathodeacampanulata
08419,Lamiales,唇形目,Bignoniaceae,紫葳科,Tabebuia,Tabebuia,rosea,rosea,Tabebuia rosea,Tabebuiarosea
08420,Lamiales,唇形目,Bignoniaceae,紫葳科,Tecoma,Tecoma,stans,stans,Tecoma stans,Tecomastans
08432,Lamiales,唇形目,Lamiaceae,唇形科,Callicarpa,紫珠属,formosana,formosana,Callicarpa formosana,紫珠属formosana
08527,Lamiales,唇形目,Lamiaceae,唇形科,Vitex,牡荆属,lucens,lucens,Vitex lucens,牡荆属lucens
08543,Lamiales,唇形目,Oleaceae,木犀科,Chionanthus,Chionanthus,virginicus,virginicus,Chionanthus virginicus,Chionanthusvirginicus
08546,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,americana,americana,Fraxinus americana,梣属americana
08547,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,excelsior,欧洲白蜡,Fraxinus excelsior,梣属欧洲白蜡
08548,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,latifolia,latifolia,Fraxinus latifolia,梣属latifolia
08549,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,nigra,nigra,Fraxinus nigra,梣属nigra
08550,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,pennsylvanica,pennsylvanica,Fraxinus pennsylvanica,梣属pennsylvanica
08551,Lamiales,唇形目,Oleaceae,木犀科,Fraxinus,梣属,velutina,velutina,Fraxinus velutina,梣属velutina
08552,Lamiales,唇形目,Oleaceae,木犀科,Ligustrum,女贞属,lucidum,lucidum,Ligustrum lucidum,女贞属lucidum
08554,Lamiales,唇形目,Oleaceae,木犀科,Ligustrum,女贞属,sinense,sinense,Ligustrum sinense,女贞属sinense
08556,Lamiales,唇形目,Oleaceae,木犀科,Olea,木犀榄属,europaea,油橄榄,Olea europaea,木犀榄属油橄榄
08557,Lamiales,唇形目,Oleaceae,木犀科,Syringa,丁香属,vulgaris,欧洲丁香,Syringa vulgaris,丁香属欧洲丁香
08619,Lamiales,唇形目,Paulowniaceae,泡桐科,Paulownia,Paulownia,tomentosa,tomentosa,Paulownia tomentosa,Paulowniatomentosa
08708,Lamiales,唇形目,Scrophulariaceae,玄参科,Buddleja,Buddleja,cordata,cordata,Buddleja cordata,Buddlejacordata
08709,Lamiales,唇形目,Scrophulariaceae,玄参科,Buddleja,Buddleja,davidii,davidii,Buddleja davidii,Buddlejadavidii
08720,Lamiales,唇形目,Stilbaceae,光叶草科,Halleria,Halleria,lucida,lucida,Halleria lucida,Hallerialucida
08744,Laurales,樟目,Atherospermataceae,香材树科,Laurelia,Laurelia,novae-zelandiae,novae-zelandiae,Laurelia novae-zelandiae,Laurelianovae-zelandiae
08747,Laurales,樟目,Lauraceae,樟科,Beilschmiedia,Beilschmiedia,tawa,tawa,Beilschmiedia tawa,Beilschmiediatawa
08749,Laurales,樟目,Lauraceae,樟科,Cinnamomum,樟属,camphora,樟,Cinnamomum camphora,樟属樟
08750,Laurales,樟目,Lauraceae,樟科,Laurus,月桂属,nobilis,月桂,Laurus nobilis,月桂属月桂
08752,Laurales,樟目,Lauraceae,樟科,Persea,Persea,americana,americana,Persea americana,Perseaamericana
08754,Laurales,樟目,Lauraceae,樟科,Umbellularia,Umbellularia,californica,californica,Umbellularia californica,Umbellulariacalifornica
08755,Laurales,樟目,Monimiaceae,香材树科,Hedycarya,Hedycarya,arborea,arborea,Hedycarya arborea,Hedycaryaarborea
08756,Magnoliales,木兰目,Annonaceae,番荔枝科,Annona,Annona,glabra,glabra,Annona glabra,Annonaglabra
08757,Magnoliales,木兰目,Annonaceae,番荔枝科,Asimina,Asimina,triloba,triloba,Asimina triloba,Asiminatriloba
08758,Magnoliales,木兰目,Magnoliaceae,木兰科,Liriodendron,鹅掌楸属,tulipifera,tulipifera,Liriodendron tulipifera,鹅掌楸属tulipifera
08759,Magnoliales,木兰目,Magnoliaceae,木兰科,Magnolia,木兰属,acuminata,acuminata,Magnolia acuminata,木兰属acuminata
08761,Magnoliales,木兰目,Magnoliaceae,木兰科,Magnolia,木兰属,grandiflora,大花木兰,Magnolia grandiflora,木兰属大花木兰
08855,Malpighiales,金虎尾目,Rhizophoraceae,红树科,Rhizophora,Rhizophora,mangle,mangle,Rhizophora mangle,Rhizophoramangle
08856,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,alba,银白杨,Populus alba,杨属银白杨
08857,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,balsamifera,balsamifera,Populus balsamifera,杨属balsamifera
08858,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,deltoides,deltoides,Populus deltoides,杨属deltoides
08859,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,fremontii,fremontii,Populus fremontii,杨属fremontii
08861,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,nigra,黑杨,Populus nigra,杨属黑杨
08863,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,tremuloides,tremuloides,Populus tremuloides,杨属tremuloides
08864,Malpighiales,金虎尾目,Salicaceae,杨柳科,Populus,杨属,trichocarpa,trichocarpa,Populus trichocarpa,杨属trichocarpa
08865,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,alba,白柳,Salix alba,柳属白柳
08866,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,babylonica,babylonica,Salix babylonica,柳属babylonica
08867,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,bebbiana,bebbiana,Salix bebbiana,柳属bebbiana
08868,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,caprea,caprea,Salix caprea,柳属caprea
08873,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,gooddingii,gooddingii,Salix gooddingii,柳属gooddingii
08874,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,interior,interior,Salix interior,柳属interior
08875,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,laevigata,laevigata,Salix laevigata,柳属laevigata
08876,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,lasiolepis,lasiolepis,Salix lasiolepis,柳属lasiolepis
08877,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,myrsinifolia,myrsinifolia,Salix myrsinifolia,柳属myrsinifolia
08878,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,nigra,nigra,Salix nigra,柳属nigra
08880,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,triandra,triandra,Salix triandra,柳属triandra
08881,Malpighiales,金虎尾目,Salicaceae,杨柳科,Salix,柳属,viminalis,viminalis,Salix viminalis,柳属viminalis
08919,Malvales,锦葵目,Bixaceae,红木科,Cochlospermum,Cochlospermum,vitifolium,vitifolium,Cochlospermum vitifolium,Cochlospermumvitifolium
08931,Malvales,锦葵目,Malvaceae,锦葵科,Adansonia,猴面包树属,digitata,digitata,Adansonia digitata,猴面包树属digitata
08937,Malvales,锦葵目,Malvaceae,锦葵科,Ceiba,Ceiba,pentandra,pentandra,Ceiba pentandra,Ceibapentandra
08938,Malvales,锦葵目,Malvaceae,锦葵科,Entelea,Entelea,arborescens,arborescens,Entelea arborescens,Enteleaarborescens
08940,Malvales,锦葵目,Malvaceae,锦葵科,Fremontodendron,Fremontodendron,californicum,californicum,Fremontodendron californicum,Fremontodendroncalifornicum
08941,Malvales,锦葵目,Malvaceae,锦葵科,Gossypium,棉属,hirsutum,hirsutum,Gossypium hirsutum,棉属hirsutum
08942,Malvales,锦葵目,Malvaceae,锦葵科,Guazuma,Guazuma,ulmifolia,ulmifolia,Guazuma ulmifolia,Guazumaulmifolia
08968,Malvales,锦葵目,Malvaceae,锦葵科,Pachira,Pachira,aquatica,aquatica,Pachira aquatica,Pachiraaquatica
08970,Malvales,锦葵目,Malvaceae,锦葵科,Plagianthus,Plagianthus,divaricatus,divaricatus,Plagianthus divaricatus,Plagianthusdivaricatus
08971,Malvales,锦葵目,Malvaceae,锦葵科,Plagianthus,Plagianthus,regius,regius,Plagianthus regius,Plagianthusregius
08982,Malvales,锦葵目,Malvaceae,锦葵科,Thespesia,Thespesia,populnea,populnea,Thespesia populnea,Thespesiapopulnea
08983,Malvales,锦葵目,Malvaceae,锦葵科,Tilia,椴属,americana,americana,Tilia americana,椴属americana
08987,Malvales,锦葵目,Muntingiaceae,文定果科,Muntingia,Muntingia,calabura,calabura,Muntingia calabura,Muntingiacalabura
08988,Malvales,锦葵目,Thymelaeaceae,瑞香科,Daphne,Daphne,gnidium,gnidium,Daphne gnidium,Daphnegnidium
08993,Myrtales,桃金娘目,Combretaceae,使君子科,Conocarpus,Conocarpus,erectus,erectus,Conocarpus erectus,Conocarpuserectus
08994,Myrtales,桃金娘目,Combretaceae,使君子科,Laguncularia,Laguncularia,racemosa,racemosa,Laguncularia racemosa,Lagunculariaracemosa
08995,Myrtales,桃金娘目,Combretaceae,使君子科,Terminalia,Terminalia,catappa,catappa,Terminalia catappa,Terminaliacatappa
09003,Myrtales,桃金娘目,Lythraceae,千屈菜科,Punica,石榴属,granatum,石榴,Punica granatum,石榴属石榴
09010,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Eucalyptus,桉属,camaldulensis,camaldulensis,Eucalyptus camaldulensis,桉属camaldulensis
09011,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Eucalyptus,桉属,globulus,蓝桉,Eucalyptus globulus,桉属蓝桉
09012,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Leptospermum,Leptospermum,laevigatum,laevigatum,Leptospermum laevigatum,Leptospermumlaevigatum
09013,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Leptospermum,Leptospermum,scoparium,scoparium,Leptospermum scoparium,Leptospermumscoparium
09014,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Lophomyrtus,Lophomyrtus,bullata,bullata,Lophomyrtus bullata,Lophomyrtusbullata
09016,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,excelsa,excelsa,Metrosideros excelsa,Metrosiderosexcelsa
09017,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,fulgens,fulgens,Metrosideros fulgens,Metrosiderosfulgens
09018,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,perforata,perforata,Metrosideros perforata,Metrosiderosperforata
09019,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,polymorpha,polymorpha,Metrosideros polymorpha,Metrosiderospolymorpha
09020,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,robusta,robusta,Metrosideros robusta,Metrosiderosrobusta
09021,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Metrosideros,Metrosideros,umbellata,umbellata,Metrosideros umbellata,Metrosiderosumbellata
09022,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Myrtus,桃金娘属,communis,communis,Myrtus communis,桃金娘属communis
09023,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Psidium,Psidium,cattleyanum,cattleyanum,Psidium cattleyanum,Psidiumcattleyanum
09024,Myrtales,桃金娘目,Myrtaceae,桃金娘科,Psidium,Psidium,guajava,guajava,Psidium guajava,Psidiumguajava
09088,Oxalidales,酢浆草目,Cunoniaceae,火把树科,Weinmannia,Weinmannia,racemosa,racemosa,Weinmannia racemosa,Weinmanniaracemosa
09089,Oxalidales,酢浆草目,Elaeocarpaceae,杜英科,Aristotelia,Aristotelia,serrata,serrata,Aristotelia serrata,Aristoteliaserrata
09090,Oxalidales,酢浆草目,Elaeocarpaceae,杜英科,Elaeocarpus,Elaeocarpus,hookerianus,hookerianus,Elaeocarpus hookerianus,Elaeocarpushookerianus
09121,Proteales,山龙眼目,Platanaceae,悬铃木科,Platanus,悬铃木属,occidentalis,occidentalis,Platanus occidentalis,悬铃木属occidentalis
09123,Proteales,山龙眼目,Platanaceae,悬铃木科,Platanus,悬铃木属,wrightii,wrightii,Platanus wrightii,悬铃木属wrightii
09126,Proteales,山龙眼目,Proteaceae,山龙眼科,Hakea,Hakea,sericea,sericea,Hakea sericea,Hakeasericea
09128,Proteales,山龙眼目,Proteaceae,山龙眼科,Leucadendron,Leucadendron,laureolum,laureolum,Leucadendron laureolum,Leucadendronlaureolum
09129,Proteales,山龙眼目,Proteaceae,山龙眼科,Leucadendron,Leucadendron,rubrum,rubrum,Leucadendron rubrum,Leucadendronrubrum
09131,Proteales,山龙眼目,Proteaceae,山龙眼科,Leucospermum,Leucospermum,conocarpodendron,conocarpodendron,Leucospermum conocarpodendron,Leucospermumconocarpodendron
09135,Proteales,山龙眼目,Proteaceae,山龙眼科,Protea,Protea,cynaroides,cynaroides,Protea cynaroides,Proteacynaroides
09136,Proteales,山龙眼目,Proteaceae,山龙眼科,Protea,Protea,laurifolia,laurifolia,Protea laurifolia,Protealaurifolia
09137,Proteales,山龙眼目,Proteaceae,山龙眼科,Protea,Protea,neriifolia,neriifolia,Protea neriifolia,Proteaneriifolia
09143,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,bealei,bealei,Berberis bealei,小檗属bealei
09145,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,nervosa,nervosa,Berberis nervosa,小檗属nervosa
09147,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,thunbergii,thunbergii,Berberis thunbergii,小檗属thunbergii
09148,Ranunculales,毛茛目,Berberidaceae,小檗科,Berberis,小檗属,trifoliolata,trifoliolata,Berberis trifoliolata,小檗属trifoliolata
09296,Rosales,蔷薇目,Elaeagnaceae,胡颓子科,Elaeagnus,Elaeagnus,angustifolia,angustifolia,Elaeagnus angustifolia,Elaeagnusangustifolia
09299,Rosales,蔷薇目,Elaeagnaceae,胡颓子科,Elaeagnus,Elaeagnus,umbellata,umbellata,Elaeagnus umbellata,Elaeagnusumbellata
09300,Rosales,蔷薇目,Elaeagnaceae,胡颓子科,Hippophae,Hippophae,rhamnoides,rhamnoides,Hippophae rhamnoides,Hippophaerhamnoides
09302,Rosales,蔷薇目,Moraceae,桑科,Artocarpus,Artocarpus,altilis,altilis,Artocarpus altilis,Artocarpusaltilis
09303,Rosales,蔷薇目,Moraceae,桑科,Artocarpus,Artocarpus,heterophyllus,heterophyllus,Artocarpus heterophyllus,Artocarpusheterophyllus
09304,Rosales,蔷薇目,Moraceae,桑科,Broussonetia,Broussonetia,papyrifera,papyrifera,Broussonetia papyrifera,Broussonetiapapyrifera
09305,Rosales,蔷薇目,Moraceae,桑科,Fatoua,Fatoua,villosa,villosa,Fatoua villosa,Fatouavillosa
09306,Rosales,蔷薇目,Moraceae,桑科,Ficus,榕属,aurea,aurea,Ficus aurea,榕属aurea
09307,Rosales,蔷薇目,Moraceae,桑科,Ficus,榕属,carica,无花果,Ficus carica,榕属无花果
